char1,char2,char3,freq
y,o,l,6533847
a,w,t,6527190
e,l,k,6524816
k,o,c,6495650
a,o,l,6493993
t,n,u,6482894
o,a,h,6477449
u,i,a,6467815
a,a,s,6464898
b,m,e,6452103
m,t,e,6451197
e,a,w,6448438
d,d,o,6413969
u,p,b,6409600
o,d,b,6407811
w,o,e,6405060
k,o,h,6397784
z,o,i,6383232
o,r,q,6370163
b,u,k,6370001
s,p,s,6360376
a,y,d,6354801
e,y,w,6350644
o,w,r,6346637
t,y,i,6343666
n,i,r,6300306
n,h,u,6298719
h,e,z,6294358
m,s,h,6291992
p,b,o,6287169
v,o,g,6286563
b,y,p,6285965
b,u,o,6285764
r,n,u,6275168
d,s,e,6274735
y,c,i,6239692
z,a,c,6232947
o,d,m,6229752
g,n,u,6224793
w,c,a,6217499
k,o,s,6214993
e,i,a,6213543
a,k,r,6211168
u,k,a,6191852
s,o,y,6186671
m,f,e,6177915
l,y,a,6173185
p,a,e,6169936
b,e,q,6169679
n,d,c,6153241
t,y,m,6148852
u,b,p,6147909
b,i,k,6138661
n,u,u,6132264
d,d,u,6097158
l,a,o,6083312
b,c,u,6078752
i,k,o,6066438
a,x,w,6052637
x,w,e,6052637
x,u,s,6052450
s,e,k,6050275
u,k,o,6040595
y,s,a,6040434
a,l,h,6030275
p,e,x,6020274
t,t,u,6017505
g,w,a,6013089
k,e,g,5997935
p,z,i,5996393
y,r,s,5994842
i,k,s,5979897
o,u,x,5963867
g,f,i,5953956
c,h,c,5949504
u,o,i,5946622
z,o,r,5931536
d,f,i,5916950
p,y,l,5909880
u,e,v,5894302
k,a,h,5880814
v,u,e,5866845
s,k,r,5863285
j,a,g,5854386
g,s,h,5851486
r,n,w,5850236
l,r,i,5847277
a,e,g,5845984
n,a,a,5840001
i,p,z,5831709
s,h,t,5830180
o,h,m,5826606
a,d,b,5826298
o,h,l,5824432
k,k,e,5823847
u,z,e,5819036
a,t,z,5811191
r,n,b,5797130
x,p,u,5795836
h,w,h,5788923
a,w,o,5787938
l,a,q,5778183
l,l,w,5768671
s,q,l,5753035
p,i,x,5748059
a,t,p,5728680
a,a,n,5727793
n,t,f,5727460
b,i,q,5715748
m,c,n,5714217
t,h,p,5713013
s,u,o,5709426
m,c,i,5708691
d,c,h,5707251
i,f,s,5697868
z,i,s,5693798
b,h,o,5679372
j,u,p,5674106
w,a,u,5669451
s,u,z,5658091
e,e,h,5656677
y,s,p,5654255
u,j,a,5651822
f,i,o,5648387
r,s,k,5640087
i,a,i,5639954
w,a,f,5638898
b,i,p,5633369
w,b,e,5626256
a,g,d,5602363
u,i,z,5599944
u,f,t,5598406
a,k,u,5596663
m,u,f,5585831
r,n,f,5582862
a,x,t,5580781
l,d,f,5568548
a,i,k,5567043
k,e,o,5561836
r,k,f,5553365
w,k,i,5545199
u,b,g,5544943
s,h,b,5540406
y,r,d,5539292
i,n,z,5529316
f,b,i,5526453
a,r,h,5519773
k,h,s,5518026
r,w,r,5516080
y,o,m,5515645
m,s,c,5497480
j,e,h,5497278
c,u,f,5497129
t,a,e,5481248
h,u,f,5480794
w,n,l,5465378
l,w,o,5464860
u,l,v,5455346
l,k,n,5453015
w,y,n,5447582
l,p,r,5445496
v,e,o,5442014
p,t,r,5437663
l,d,m,5426564
p,e,m,5415560
d,k,e,5413844
o,b,y,5412676
o,e,x,5404819
z,o,l,5403152
y,k,e,5396157
o,n,h,5391488
t,g,r,5391167
o,f,l,5386932
o,z,y,5379056
l,i,i,5371548
v,a,h,5367799
o,z,z,5362416
z,h,e,5356945
m,o,w,5353448
i,i,a,5338522
i,h,r,5336653
z,u,m,5330619
u,d,u,5330283
b,u,z,5326983
r,d,m,5324588
r,k,o,5322929
u,p,g,5316215
a,i,e,5311821
t,p,l,5309714
o,y,n,5308351
k,l,u,5301612
y,a,h,5297869
n,t,z,5288862
d,u,d,5271987
w,s,l,5271215
o,x,a,5269764
f,f,y,5266758
f,w,a,5266330
o,i,e,5252316
t,c,r,5240116
b,a,v,5233176
o,v,u,5227156
a,e,v,5222777
z,y,g,5207166
a,h,u,5202896
p,p,s,5194908
r,i,q,5187756
r,u,v,5181704
h,i,u,5174779
o,s,k,5172041
h,s,o,5170724
x,o,d,5168834
w,i,z,5166523
l,m,l,5160338
l,b,i,5139983
l,f,w,5139581
b,a,f,5139343
f,u,z,5134184
r,d,t,5126119
u,n,y,5119739
e,t,p,5117482
f,a,e,5103702
p,e,z,5099422
m,e,v,5093015
j,e,l,5085002
i,h,e,5073727
r,j,e,5072294
t,m,l,5072048
n,d,k,5069509
t,i,k,5061806
i,b,y,5052095
b,i,u,5049178
c,a,h,5034770
u,o,y,5024287
d,w,r,5016158
w,e,h,4993281
a,e,a,4982981
u,x,t,4982507
b,a,z,4978077
m,c,a,4974039
t,h,b,4970292
s,c,s,4967975
v,s,k,4942640
a,e,n,4938421
y,o,f,4936780
n,u,g,4932981
o,m,t,4931574
f,f,n,4928627
a,r,j,4928058
e,m,l,4927568
b,i,z,4926149
l,b,y,4917881
k,s,e,4914237
p,e,b,4899400
t,a,o,4894350
w,a,h,4893448
b,j,u,4882097
p,p,m,4880944
m,o,e,4874346
g,a,a,4871487
s,s,h,4866736
l,m,u,4866708
g,o,c,4865352
h,c,r,4860772
p,p,u,4857287
r,h,u,4849062
n,g,k,4821326
t,s,p,4820880
t,s,y,4812232
a,o,h,4805234
t,y,n,4804441
o,s,n,4791486
e,d,t,4787704
r,l,b,4781652
o,t,m,4778484
g,o,b,4770331
p,u,c,4769091
g,e,w,4766224
y,g,r,4765549
n,k,t,4762997
k,e,h,4759456
o,j,o,4750415
j,u,b,4735547
d,b,y,4726762
t,z,g,4726653
k,r,e,4723411
v,l,a,4715306
o,d,f,4714209
j,e,o,4697416
o,a,x,4695598
l,u,v,4691724
m,s,y,4688411
y,w,r,4688366
j,i,a,4661008
h,e,k,4648814
w,a,p,4642725
g,e,v,4638627
d,s,p,4629683
o,k,u,4629034
c,n,i,4628843
k,y,a,4626975
p,a,q,4623958
c,n,a,4621031
t,y,s,4618211
i,c,n,4614378
a,w,h,4600564
c,s,i,4585091
b,t,i,4576129
d,b,u,4573591
j,o,c,4569065
d,u,f,4566660
z,e,k,4559230
c,y,m,4549795
f,a,k,4547359
v,e,f,4547167
m,s,a,4540192
i,i,n,4532639
e,f,y,4527750
e,w,f,4523658
m,r,i,4518665
z,h,a,4517147
v,e,e,4516901
d,y,a,4516519
z,g,e,4515319
a,k,y,4500253
e,j,a,4496996
a,e,u,4496430
u,g,n,4488987
g,n,p,4487644
v,a,j,4478205
n,g,y,4462388
k,s,g,4457463
m,o,y,4443086
j,i,l,4438247
w,s,t,4435913
h,i,h,4434608
b,g,r,4433978
s,d,u,4433173
w,y,o,4433094
a,r,z,4432399
r,n,l,4430704
r,g,s,4428635
w,d,i,4428157
u,k,i,4412286
p,i,z,4409547
e,p,y,4405833
m,c,m,4404939
c,k,f,4404008
m,n,l,4402205
i,m,f,4399602
p,e,y,4394330
l,x,x,4384186
r,i,j,4382241
z,e,p,4378758
i,s,j,4378038
v,i,u,4373202
c,u,c,4373196
j,a,u,4355280
y,u,n,4345412
n,k,y,4341237
n,s,s,4337200
k,o,k,4336739
e,t,f,4332457
o,o,g,4328202
k,s,m,4327551
z,m,a,4326129
m,l,a,4322271
d,i,k,4318335
s,h,v,4301623
h,v,i,4301623
a,x,y,4296965
a,q,i,4294414
m,y,l,4293599
u,d,w,4293092
e,i,k,4287795
o,p,f,4287783
b,y,i,4279294
o,o,c,4276246
e,g,h,4273666
a,o,t,4264209
p,y,t,4263881
i,p,b,4260804
i,e,k,4257765
u,d,r,4257372
o,n,b,4256043
g,o,p,4254928
w,s,u,4253193
t,v,i,4248985
e,h,m,4242211
y,a,k,4232292
n,s,n,4227720
x,m,l,4225570
b,w,e,4212748
d,a,e,4211261
k,t,a,4202571
z,z,o,4201375
m,p,y,4197121
r,s,l,4189936
l,l,t,4181040
r,d,b,4173887
o,o,o,4156543
z,o,a,4147965
a,j,i,4142386
e,n,p,4127430
u,a,e,4126185
l,n,a,4119291
k,t,h,4115298
e,k,a,4102356
o,u,a,4097226
k,u,m,4091216
w,k,e,4085254
i,y,a,4084782
p,c,o,4084106
o,d,c,4074332
g,w,o,4070158
a,i,p,4069736
h,h,e,4061111
b,y,a,4058488
c,a,o,4051274
g,h,u,4049674
b,s,y,4043390
d,s,a,4041018
y,l,y,4040992
p,b,u,4033977
i,o,i,4023603
i,l,c,4020854
n,a,o,4020082
g,a,o,4014923
b,e,z,4009804
h,a,a,4004097
g,k,o,3998551
k,t,i,3996177
i,v,r,3989087
o,g,h,3986429
r,z,e,3983388
g,g,o,3982437
g,a,w,3981530
d,b,i,3978865
b,i,f,3975015
g,y,r,3973964
k,w,i,3971671
l,d,c,3970027
z,a,s,3967351
n,g,b,3966425
r,k,y,3966237
o,u,m,3966040
j,u,x,3958402
g,m,u,3957497
e,e,w,3956327
k,p,i,3943223
c,u,d,3938503
c,n,e,3938497
s,h,c,3936890
s,s,b,3932284
l,o,h,3930460
m,r,n,3927262
e,y,d,3925120
r,n,y,3920782
x,l,i,3920250
o,a,f,3919163
i,e,z,3914521
z,i,a,3912282
r,k,u,3905220
k,a,z,3897672
h,u,i,3892652
a,m,w,3876051
z,i,p,3873841
y,u,a,3872977
k,a,w,3871765
a,m,d,3869213
u,n,v,3861593
o,j,a,3859050
m,h,o,3855563
y,f,i,3853744
s,t,b,3852221
e,z,z,3846269
o,e,a,3844805
z,e,b,3844287
y,a,w,3838025
z,e,e,3834938
e,y,r,3829318
z,h,o,3816125
g,u,p,3810589
u,j,i,3809994
p,a,o,3803703
d,i,i,3790515
p,u,i,3784986
t,d,e,3784952
x,u,d,3783113
a,y,g,3780876
a,c,p,3778946
m,n,o,3778860
x,o,g,3776095
z,a,g,3774922
y,a,d,3772384
b,e,m,3771523
k,o,w,3769962
s,k,t,3765347
k,e,u,3765139
y,o,p,3756736
u,f,o,3756467
m,c,h,3756329
i,a,o,3750777
u,b,y,3745692
w,u,r,3731606
s,v,a,3730961
b,d,e,3730038
x,c,o,3726678
n,b,l,3717793
u,w,a,3710453
o,i,x,3709151
h,m,u,3697566
z,a,k,3697216
r,b,r,3688788
t,s,w,3683684
a,w,m,3679888
t,f,l,3677718
l,d,t,3666476
a,w,d,3665080
b,c,l,3663379
c,y,b,3659943
f,a,w,3658117
m,e,f,3658050
t,f,e,3653949
p,k,e,3648489
k,p,o,3641243
k,s,p,3640680
z,r,a,3640004
i,i,r,3632903
s,a,o,3631405
l,n,d,3625127
e,l,w,3623010
n,u,p,3622677
p,h,d,3618610
o,w,f,3615624
l,d,u,3611748
k,u,w,3605018
o,i,g,3604054
j,a,d,3600308
b,s,p,3596575
t,o,z,3592289
a,d,p,3588703
o,k,k,3587911
e,h,u,3581436
l,n,s,3580266
j,o,v,3577087
g,m,s,3575593
f,o,d,3572160
u,h,r,3571932
y,r,n,3566940
h,c,a,3561251
h,t,r,3560422
u,o,n,3559985
p,r,y,3559580
a,h,w,3550124
r,m,n,3548951
k,n,u,3546777
u,o,s,3546582
r,z,a,3545507
d,c,u,3544738
n,w,r,3538542
l,t,m,3537854
o,w,p,3536991
w,o,f,3536111
v,i,x,3529455
h,t,a,3528889
e,v,r,3527742
k,o,o,3515157
o,t,p,3509832
s,o,j,3507191
d,y,k,3502868
x,e,t,3494926
o,h,r,3489770
u,m,c,3488572
x,i,g,3486691
n,y,h,3485662
m,a,f,3481458
h,i,j,3466802
s,o,h,3466566
a,n,m,3464354
h,p,l,3459681
h,f,i,3458389
u,t,z,3453856
a,z,u,3448089
o,z,i,3444383
d,s,l,3438215
r,t,b,3427158
i,i,l,3424466
d,h,u,3424325
r,j,u,3422093
e,z,r,3419072
o,e,i,3418741
g,s,o,3403070
b,n,i,3402680
a,c,b,3399747
a,m,t,3399172
l,s,s,3395886
k,d,a,3394377
r,j,o,3392041
h,t,w,3391166
d,e,k,3388970
i,s,v,3386683
y,m,s,3384580
l,i,j,3383669
f,a,h,3375205
b,b,c,3374715
y,s,h,3369045
e,e,g,3367863
z,e,u,3367443
l,q,u,3361915
l,z,h,3346976
e,e,x,3339370
l,o,k,3335867
m,p,k,3332829
z,a,a,3328030
t,z,i,3327648
e,o,w,3327298
s,g,e,3319625
y,s,l,3319337
m,e,z,3309597
z,t,e,3309238
a,o,i,3308266
o,c,s,3304874
j,e,d,3304792
s,i,q,3304224
d,g,w,3302829
y,f,r,3299312
e,s,w,3286994
u,e,f,3286873
a,z,t,3282212
s,m,y,3282141
s,p,p,3281875
z,u,l,3275866
i,j,u,3272599
b,i,h,3269708
c,z,a,3264055
c,b,s,3261079
x,u,l,3257720
k,u,o,3256541
u,z,a,3249730
o,u,f,3249061
m,i,i,3246715
r,f,s,3243538
c,b,e,3241916
e,q,s,3237101
g,e,h,3233484
b,a,x,3230330
n,h,y,3226809
i,i,s,3226137
o,x,o,3224695
c,p,u,3222018
r,z,o,3216547
r,l,f,3216272
a,b,w,3211767
d,o,y,3211032
e,i,e,3209478
g,h,d,3207747
r,n,d,3204681
u,f,m,3202895
v,a,m,3199695
m,d,e,3189347
l,e,z,3187433
o,i,m,3186047
g,b,y,3185244
b,w,a,3177136
i,v,u,3165898
k,p,a,3163044
o,w,o,3159559
u,m,v,3150719
m,u,i,3144788
l,y,b,3142298
t,c,l,3135695
g,u,j,3134228
l,n,t,3133950
w,d,o,3133626
g,s,b,3131588
k,o,b,3131220
c,k,d,3123296
m,e,p,3119874
r,p,m,3118916
i,e,h,3116880
y,b,a,3109462
w,s,i,3108639
s,h,k,3108556
s,a,e,3105268
a,y,u,3101468
o,r,v,3101384
m,a,a,3100847
m,s,i,3097142
c,g,i,3094389
c,n,s,3076883
h,b,u,3066993
u,r,z,3065287
t,y,f,3063239
r,k,b,3062601
s,s,t,3061455
b,e,k,3061070
a,x,l,3058188
k,h,r,3057738
h,c,h,3057738
b,t,u,3051804
j,o,g,3046282
y,e,i,3039988
c,f,a,3038408
b,i,m,3037035
t,v,a,3036400
e,u,b,3036261
c,p,h,3031418
l,v,o,3025684
h,u,y,3022819
a,b,j,3020388
u,o,m,3020182
f,t,n,3016758
s,o,z,3007964
c,m,a,2996752
y,i,d,2994223
t,h,t,2987944
e,u,i,2984570
l,f,g,2981030
a,m,h,2980742
u,x,l,2976514
h,u,x,2976514
e,z,a,2974049
k,c,a,2968963
p,w,r,2967086
y,e,w,2963583
u,s,d,2962495
e,v,s,2960656
f,i,j,2955641
k,u,a,2950012
o,o,z,2944410
p,u,a,2941464
h,t,t,2937795
a,p,n,2932851
v,i,p,2932309
s,e,z,2931299
m,u,z,2924066
j,e,u,2924051
v,o,o,2922090
f,a,g,2921621
c,s,o,2919078
t,c,p,2917978
p,a,h,2917043
t,p,e,2915101
y,u,r,2914602
l,l,c,2911084
o,y,b,2910051
f,d,a,2909674
z,b,e,2907343
k,o,m,2906524
n,j,i,2902687
l,f,f,2896061
x,e,g,2894626
v,u,s,2894549
g,d,e,2888380
m,y,a,2884146
z,w,i,2879378
s,j,u,2878648
i,k,k,2875988
o,i,a,2874246
b,a,j,2870790
u,w,e,2869458
p,i,m,2866400
m,h,z,2865938
e,r,q,2859554
w,n,f,2857753
o,y,h,2857097
m,w,o,2856855
g,o,y,2851397
n,k,m,2850189
u,l,w,2848370
n,t,n,2846776
z,v,o,2839628
j,i,t,2839395
l,s,c,2838979
i,a,v,2835058
u,i,b,2834326
b,o,k,2834320
t,p,r,2824797
t,c,u,2822646
k,a,f,2821402
m,a,v,2818434
a,y,h,2818368
w,k,s,2815510
m,i,p,2810332
i,p,w,2806160
e,z,o,2806015
h,b,e,2796992
i,d,r,2791683
h,o,y,2790825
o,d,p,2789388
o,w,c,2786233
y,e,m,2785105
v,a,a,2780018
a,v,s,2770724
j,i,g,2766456
m,s,b,2763199
x,u,b,2760412
z,o,d,2754178
k,u,h,2754062
s,c,y,2752188
j,a,l,2749688
w,n,y,2744265
a,t,v,2743660
e,g,f,2740694
t,s,d,2739966
r,a,a,2739299
f,g,a,2735232
k,k,a,2732053
b,h,u,2728359
m,h,e,2725370
l,w,i,2723285
p,b,r,2722084
b,u,q,2705907
d,e,j,2697977
h,y,n,2692009
r,f,r,2691262
g,m,o,2688111
r,c,s,2678368
k,b,u,2675809
u,v,o,2673810
i,o,b,2672107
d,c,o,2671361
h,n,u,2670272
p,c,r,2668635
g,w,i,2666825
n,r,u,2660086
o,u,q,2649767
k,o,p,2649679
k,s,b,2649655
o,g,d,2642497
t,g,u,2638469
n,b,i,2633001
d,f,r,2630747
w,s,k,2628558
z,w,e,2623287
g,t,i,2621551
a,v,r,2621435
v,r,i,2613479
b,s,a,2612949
a,v,u,2612272
s,k,o,2611680
m,r,o,2609966
f,c,a,2609372
z,a,i,2609229
h,s,c,2606482
i,t,d,2602527
k,b,a,2601397
u,f,u,2599511
l,s,d,2595880
h,p,u,2591543
b,p,o,2591108
z,z,e,2588534
x,l,v,2587832
u,d,h,2586413
n,y,d,2585962
s,n,y,2585962
s,t,g,2585353
p,a,z,2584555
u,c,s,2579539
l,s,y,2573803
k,o,d,2573141
s,o,k,2568273
r,l,t,2566485
u,e,g,2566273
u,b,h,2563157
m,f,i,2563048
w,y,a,2562180
g,b,o,2560742
g,k,i,2560522
b,a,e,2557041
a,c,n,2552476
l,w,e,2548448
s,h,f,2546929
a,u,z,2546426
n,b,y,2544801
u,e,p,2540016
e,z,v,2536073
w,i,x,2534850
f,u,j,2532851
h,c,l,2531832
p,m,o,2527311
u,b,n,2527075
f,o,m,2523568
b,a,a,2520260
z,i,r,2518600
d,c,l,2516097
a,f,n,2511805
y,e,o,2506865
s,t,d,2499466
u,l,r,2499137
u,b,w,2497890
n,d,d,2494608
u,f,i,2494038
v,e,w,2482502
n,u,x,2481657
n,m,r,2480403
u,s,q,2478613
i,i,b,2478551
h,y,c,2478111
a,g,y,2475781
u,k,u,2475058
v,r,a,2468815
l,k,w,2468335
y,l,c,2463531
v,u,m,2462865
h,u,h,2461239
t,a,a,2460884
g,w,e,2460391
p,i,f,2459942
i,m,r,2458131
l,s,b,2456198
f,i,i,2451784
k,u,s,2451743
c,s,f,2451178
r,y,c,2450469
m,s,k,2447228
l,e,k,2447119
u,f,l,2445718
r,l,u,2444213
i,h,u,2439700
n,l,u,2439696
f,c,c,2438378
r,i,i,2436201
d,s,u,2435316
m,v,e,2425335
r,m,h,2424716
l,d,v,2423022
h,b,y,2419697
f,d,i,2415219
e,s,v,2413794
y,h,e,2408143
h,k,e,2404533
a,g,p,2403707
t,z,m,2399704
a,p,k,2392365
p,o,a,2388325
g,y,a,2385927
u,i,x,2383658
v,e,z,2382588
p,p,h,2375176
e,x,y,2370944
y,r,r,2370319
d,o,a,2369138
s,j,o,2366643
i,g,y,2363376
d,b,r,2363040
r,k,w,2357308
o,l,h,2356860
y,g,a,2353326
x,y,s,2340604
h,p,i,2336437
h,b,r,2335956
i,e,p,2335240
r,s,m,2333746
s,o,g,2333667
e,i,o,2329980
d,g,r,2325141
w,w,w,2324227
z,a,p,2322724
u,i,f,2315175
p,h,n,2314189
a,a,t,2312828
c,i,i,2307492
y,b,d,2303812
l,l,d,2302157
i,p,y,2301160
z,h,u,2297726
z,o,s,2292843
k,b,e,2291430
n,t,p,2289533
i,t,b,2285299
h,c,e,2280119
g,f,r,2279477
w,o,w,2277260
u,p,c,2276093
w,n,r,2275562
g,t,e,2275447
w,p,e,2273850
e,o,b,2265005
j,o,t,2264803
u,a,w,2262459
j,a,f,2259793
t,e,z,2256640
l,m,m,2252556
l,f,s,2251994
b,a,w,2248610
u,y,a,2247136
m,p,m,2246246
y,t,t,2245817
b,o,p,2245664
h,d,e,2245602
z,b,u,2240722
e,l,q,2235808
k,a,o,2234430
v,r,o,2232109
d,a,f,2231238
a,a,a,2227880
a,i,u,2227861
a,m,r,2226400
d,t,a,2223963
m,i,b,2220176
w,o,t,2219209
u,i,g,2218623
w,n,h,2215905
i,o,f,2215371
i,l,p,2208981
n,o,h,2208973
d,p,e,2205667
c,a,j,2200996
h,r,s,2199546
d,y,m,2197722
m,o,f,2197049
u,r,q,2194690
s,s,c,2189234
t,i,h,2189111
o,t,g,2188707
d,l,b,2187812
s,k,l,2186811
i,m,y,2186054
j,i,b,2185918
w,s,w,2183306
l,l,l,2182730
i,g,b,2180685
a,s,w,2180483
k,i,i,2180475
e,k,k,2180466
b,d,a,2176843
d,h,y,2175846
u,h,n,2175024
g,h,p,2172700
n,k,o,2172347
u,o,l,2166451
c,t,h,2158653
m,m,s,2156697
h,b,a,2153615
a,o,u,2147445
r,u,h,2144589
g,e,g,2142954
m,e,u,2142492
a,i,f,2139951
h,o,h,2138710
k,s,i,2136344
a,s,d,2136268
y,m,u,2134811
s,v,o,2131542
c,k,r,2128913
k,u,b,2128429
a,k,k,2128117
a,h,s,2126733
r,m,c,2126528
l,e,j,2126260
c,c,p,2124731
r,u,o,2119421
q,i,n,2119121
s,t,v,2116773
o,o,e,2114209
r,s,s,2108275
m,c,p,2108138
v,o,d,2104696
g,s,l,2101859
y,s,c,2100573
e,k,h,2100563
d,e,y,2097771
s,p,n,2092907
a,a,m,2092716
k,d,r,2090227
w,a,c,2088533
k,i,o,2084960
a,m,f,2083045
n,d,g,2082136
i,u,l,2079667
l,d,y,2078774
h,d,i,2072736
s,s,s,2072355
w,b,u,2070362
c,p,a,2069787
o,a,v,2068860
l,k,h,2067153
g,f,e,2067123
e,a,e,2062818
i,u,d,2061870
f,s,t,2061129
b,p,a,2056229
h,i,i,2055459
h,r,h,2054249
u,k,h,2046565
g,e,f,2045647
u,m,l,2045633
l,a,a,2045011
c,d,s,2043575
e,w,y,2040208
c,p,s,2039567
t,t,p,2039328
p,l,c,2023809
z,o,e,2021191
a,i,x,2019388
b,e,o,2018436
i,j,o,2018192
b,s,b,2015609
d,y,c,2010433
d,p,i,2009526
d,n,o,2008499
f,c,o,2007011
k,o,f,1997636
k,s,a,1996754
w,o,b,1995104
n,y,e,1992536
m,p,f,1992334
a,t,w,1988586
k,b,i,1988061
h,s,a,1984383
f,a,o,1984269
o,b,n,1983938
e,h,l,1981071
h,a,j,1976434
d,h,r,1976087
m,b,n,1975124
l,z,a,1974254
d,t,i,1972183
e,h,t,1972159
x,o,p,1971965
e,y,c,1968131
e,d,c,1967796
u,y,l,1963110
u,g,b,1961392
u,e,h,1960616
e,l,n,1959070
y,u,k,1958939
p,y,e,1958444
b,b,u,1956625
o,l,w,1955922
p,y,a,1954969
e,k,n,1954534
p,r,c,1953793
r,v,y,1952818
n,b,c,1949971
g,y,l,1949325
a,p,b,1948549
a,j,p,1948278
i,s,w,1937834
y,b,i,1936478
y,u,c,1934729
l,l,k,1924205
y,s,u,1922667
o,e,y,1922073
a,v,l,1921457
m,w,a,1920080
h,t,u,1919634
s,d,r,1917860
p,c,s,1917300
y,d,o,1917160
o,s,g,1910297
e,p,w,1908985
o,v,s,1908231
p,i,q,1908195
d,g,k,1907678
l,s,u,1906389
w,a,z,1906347
t,d,a,1906260
o,l,z,1905249
f,o,y,1903250
a,i,b,1901717
c,e,k,1901387
z,u,k,1898343
b,t,y,1896839
c,m,e,1895033
r,u,x,1891707
d,k,a,1888825
i,s,z,1888424
p,f,a,1887439
u,e,m,1886818
k,k,i,1885380
m,l,o,1885054
u,l,z,1883523
w,s,b,1882494
d,v,d,1882317
e,d,h,1879724
i,n,x,1879668
m,c,f,1878446
n,p,e,1873169
k,h,z,1872190
g,h,f,1866286
l,c,r,1856620
l,b,l,1856105
t,r,l,1854339
l,l,r,1845623
o,p,c,1841009
v,y,i,1839747
b,c,e,1839511
a,y,c,1837188
k,o,e,1835961
l,u,z,1834117
g,f,o,1833005
h,r,m,1832224
p,f,i,1832107
s,t,t,1830849
h,k,i,1830785
l,l,h,1828568
t,y,c,1824472
o,a,b,1824238
m,s,p,1821400
r,t,t,1820161
f,t,c,1818610
u,a,v,1817971
q,u,r,1816304
o,o,i,1814489
c,e,w,1814205
l,f,h,1812656
t,b,i,1811423
t,t,v,1811232
y,s,b,1804561
z,i,c,1802877
a,o,m,1801095
e,y,f,1800713
v,i,m,1799227
r,n,p,1796309
u,y,t,1795221
i,t,k,1795009
a,k,b,1794747
v,l,o,1794218
a,e,f,1791575
r,l,w,1788893
d,o,f,1787500
t,e,k,1787475
c,o,z,1787464
l,m,y,1785911
d,u,v,1784733
w,a,a,1782755
r,y,g,1780883
y,v,e,1778349
h,d,o,1777847
b,n,a,1776752
y,o,d,1775462
l,p,y,1771731
j,e,m,1767484
l,z,e,1767466
c,r,c,1765384
u,e,i,1765202
d,t,e,1762976
g,d,r,1762481
k,u,t,1762181
s,d,s,1761274
y,c,k,1759759
y,g,m,1758503
r,s,f,1757922
i,t,w,1757522
l,o,z,1757432
y,e,h,1756185
w,y,c,1752959
t,k,e,1751946
n,k,h,1750644
s,g,a,1749386
b,a,o,1749357
c,a,w,1749307
y,e,u,1748164
l,u,w,1742989
o,v,t,1738163
h,d,u,1737079
w,n,p,1736001
c,d,n,1732484
g,p,s,1731034
l,f,c,1730121
u,j,e,1728834
r,i,y,1727883
h,f,a,1724837
r,u,y,1724735
f,u,k,1723248
d,r,s,1723089
k,i,b,1722425
b,u,h,1721716
o,o,h,1715720
m,u,k,1715534
f,e,y,1715173
o,a,q,1710412
t,z,u,1707885
g,z,a,1704697
i,g,z,1704697
r,g,m,1703335
r,d,h,1702033
k,h,i,1698508
s,p,b,1696818
i,k,u,1695650
h,s,h,1695292
c,e,h,1695105
t,t,m,1694092
u,s,g,1693597
d,c,s,1693302
y,r,t,1690656
u,z,u,1688213
n,p,i,1685260
l,f,l,1684683
z,i,d,1679189
e,t,m,1677764
g,u,c,1675562
g,o,f,1674366
l,n,c,1674312
f,i,z,1674228
f,k,a,1674213
o,e,o,1674144
p,a,x,1671548
e,i,u,1668998
g,u,b,1667968
a,j,u,1665885
h,s,u,1663670
q,u,y,1662117
z,o,m,1661340
q,u,h,1657447
p,w,i,1651667
y,u,s,1649734
a,f,y,1645825
z,i,b,1644002
t,w,r,1641919
o,d,k,1641697
i,d,p,1638756
r,d,c,1638404
x,a,v,1637588
s,z,t,1637324
e,y,h,1635425
a,z,l,1632186
o,c,q,1627999
d,g,s,1626480
w,c,h,1626271
b,p,s,1626030
h,y,o,1623751
n,g,z,1622801
u,o,v,1622369
z,i,t,1621747
o,k,m,1618511
f,t,p,1615821
r,d,p,1613503
c,g,o,1612392
k,a,c,1612145
c,h,h,1611597
d,b,l,1608083
s,u,k,1607750
k,v,i,1605698
j,o,d,1604902
a,o,c,1604039
p,y,o,1602071
h,r,l,1600866
p,f,e,1600181
l,t,l,1599257
s,y,t,1598794
e,c,g,1595031
o,j,i,1592592
h,g,o,1591973
d,o,h,1590599
t,p,h,1590198
w,d,r,1589001
a,m,c,1587973
a,o,n,1587378
r,p,n,1585478
p,b,s,1578656
u,h,l,1577169
l,x,i,1573881
s,u,v,1572245
f,d,o,1571908
o,k,b,1571838
b,j,o,1571190
w,b,r,1567855
a,f,k,1563740
a,h,y,1563325
g,e,y,1562772
t,a,j,1561859
g,i,p,1561604
m,p,g,1559936
y,w,e,1558489
o,f,r,1556572
r,y,k,1556263
b,m,s,1555712
k,f,i,1554610
c,s,s,1553575
d,n,s,1551726
c,y,d,1545992
w,d,y,1541874
o,a,u,1537162
m,e,k,1537013
j,p,u,1536307
o,b,d,1535639
e,q,n,1534419
l,o,x,1533865
e,p,f,1532068
l,y,u,1530937
t,z,a,1528396
l,e,q,1523967
o,f,m,1523938
c,m,s,1523446
p,c,i,1520186
w,m,i,1518508
m,a,w,1516489
a,o,p,1514490
m,i,q,1514050
g,m,i,1511787
e,m,f,1510986
c,g,u,1510369
z,u,n,1505550
x,i,f,1505022
